"","d","a","b","cmgnl"
"292",0.37293449576751,12,13,0.880329668152604
"293",0.372781626074169,12,35,-0.600354094000841
"294",0.372715724439073,23,28,0.899160421637297
"295",0.372581305140944,33,34,0.955708286650065
"296",0.371256995973597,28,33,-0.414742984863602
"297",0.370875426140153,24,23,0.107999552500047
"298",0.370061486014274,7,11,0.905699893844649
"299",0.36935038107192,2,14,0.961864533194047
"300",0.369336701190543,16,22,0.846908517143828
"301",0.369257142409588,33,24,0.745193475589005
"302",0.369148760187977,27,12,-0.515889303990688
"303",0.368980619904182,34,28,-0.542582268271876
"304",0.368904465474447,22,14,0.171345017702437
"305",0.368648418149469,8,2,0.796530511222739
"306",0.368546524133074,29,9,0.607276751519328
"307",0.368175133027002,2,36,-0.478136366574163
"308",0.36770697937917,3,15,0.954392574498898
"309",0.367274773017357,11,9,0.979912386180546
"310",0.36721484011279,36,32,0.0624916692555406
"311",0.366924690523678,17,16,0.962598486744381
"312",0.366495102026587,21,7,0.11411099111333
"313",0.366467124716538,8,23,-0.0669049274083557
"314",0.366403719937545,7,16,0.968232559160763
"315",0.365791152218367,29,21,0.858408714278974
"316",0.36568859765693,5,3,-0.247046936758177
"317",0.365377126495535,31,5,-0.0370686311145339
"318",0.365342176112845,12,7,0.953162221258201
"319",0.364377893859952,31,11,0.0247500802301343
"320",0.364376861610535,35,32,0.869641381920051
"321",0.363679170919956,35,30,0.80300592259832
"322",0.363506387485076,21,35,0.775997497183362
"323",0.362821737763737,29,35,0.539878688150287
"324",0.362712453026728,33,6,0.918605678514457
"325",0.362569934668353,6,8,0.829695983362814
"326",0.36243679540628,2,33,0.931742110562885
"327",0.361473840314498,6,22,0.074846399916477
"328",0.361151553809552,27,11,0.0516714900792524
"329",0.361151211551219,19,1,0.362484458893168
"330",0.361086598168156,25,15,0.96417866375589
"331",0.360646267848178,6,33,0.918605678514457
"332",0.359224012247336,2,4,0.881384923939503
"333",0.359137318552326,26,17,0.960105686340344
"334",0.358436968880592,27,5,-0.0134951075221025
"335",0.358042810268767,19,27,0.917346005823798
"336",0.357391924989416,33,2,0.931742110562885
"337",0.357361796660939,19,31,0.886180060897548
"338",0.357318790852841,23,30,0.0448027151317237
"339",0.357233811701637,14,28,-0.223569892074727
"340",0.357084748531662,7,29,0.369011295770851
"341",0.357030651497354,15,19,0.878016238455918
"342",0.356736273941216,11,19,0.302025708900874
"343",0.356359176519815,19,3,0.744322915149943
"344",0.356251969988529,20,16,0.713167999289817
"345",0.356051110689642,34,17,-0.390116530124417
"346",0.355858049914696,2,6,0.995267758823899
"347",0.35583408352831,8,16,-0.0903355491532575
"348",0.354971732662852,23,20,0.716712442838558
"349",0.354547021257938,31,26,-0.211706813710397
"350",0.354426825869166,25,13,0.175033635023888
"351",0.354301243177592,27,26,-0.172978516004405
"352",0.353946883518967,31,3,0.937016000606883
"353",0.353852870351432,25,31,0.952133076578184
"354",0.353327897996012,32,33,0.849520521608592
"355",0.352380511441912,21,9,0.39514559963928
"356",0.352278533498414,34,35,0.963518284747622
"357",0.351201536142175,32,16,-0.0815562250430921
"358",0.351174448879579,19,35,0.892530858493326
"359",0.35006614694923,25,7,-0.0923541832350617
"360",0.349868936577244,22,12,0.787825044466898
"361",0.348211106624269,17,25,0.0591668247905189
"362",0.347717883146048,19,5,0.23085661236664
"363",0.347388949777405,9,11,0.979912386180546
"364",0.345228975609315,30,16,0.0408360205500483
"365",0.345184099246262,31,21,0.82287012558287
"366",0.343995129679053,15,16,-0.442366321308847
"367",0.343574562058277,6,17,-0.242080166623412
"368",0.343090134345024,24,36,0
"369",0.342985693562598,5,9,0.990717864607312
"370",0.342953844102924,21,31,0.82287012558287
"371",0.342369121915341,9,29,0.607276751519328
"372",0.341951839576258,6,2,0.995267758823899
"373",0.341931749909146,35,22,-0.0289460474039765
"374",0.341578059930175,22,26,0.867193981300208
"375",0.341249791342621,29,31,0.558843783198544
"376",0.340938281912756,12,22,0.787825044466898
"377",0.34090376684235,6,36,0
"378",0.340338387841304,7,12,0.953162221258201
"379",0.340035216759423,36,35,-0.430862654112761
"380",0.339967558656495,11,3,-0.19906185030644
"381",0.339824032743894,13,16,0.923737784610784
"382",0.339265567388294,33,18,0.953601517857395
"383",0.339084137643534,33,14,0.839545700072026
"384",0.338907460125545,5,35,-0.121100098708737
"385",0.338146785224674,7,15,-0.31964410756816
"386",0.337621842876821,33,4,0.92518766827509
"387",0.337496637681394,4,2,0.881384923939503
"388",0.337430834329389,13,29,0.604957587249621
"389",0.337255281297697,23,22,0.866407896441556
"390",0.336956253241182,10,33,0.795722762416104
"391",0.336920612118955,2,28,-0.438075310458163
"392",0.336797577080623,11,27,0.0516714900792524
"393",0.336439501310672,31,36,0
"394",0.336136912575308,16,6,-0.465095807772865
"395",0.335961117442856,26,7,0.815925225464211
"396",0.33574544684099,27,3,0.915602885445502
"397",0.335649086556063,3,26,-0.355737667459607
"398",0.335366255408167,16,9,0.930274793262092
"399",0.3352373074789,4,36,0
"400",0.3351943925412,35,34,0.963518284747622
"401",0.334982677980112,26,10,0.00400521121329396
"402",0.334814720505827,18,22,0.059081303546163
"403",0.334600987836434,2,17,-0.332372876699553
"404",0.334499677079687,18,33,0.953601517857395
"405",0.334498229293059,11,31,0.0247500802301343
"406",0.334202584395695,33,8,0.844561916266902
"407",0.334042401395805,7,1,0.865865926445534
"408",0.333977429839408,26,13,0.890081701112615
"409",0.333713973545005,20,26,0.833945652074069
"410",0.333122382038586,8,4,0.966147523188015
"411",0.33249825803661,5,31,-0.0370686311145339
"412",0.332090492147696,34,13,-0.279850807217277
"413",0.331978205446749,17,12,0.928499867579977
"414",0.33194300885089,22,4,0.166214338582849
"415",0.331889568104727,16,1,0.785522896700097
"416",0.33185508842628,8,12,-0.183391033315528
"417",0.331834913590049,14,2,0.961864533194047
"418",0.331619407759148,26,35,-0.262347309502861
"419",0.330709470713238,23,32,-0.0739516486770915
"420",0.330471251989123,36,16,0.961430149708164
"421",0.330022170702106,1,7,0.865865926445534
"422",0.329509829622526,18,24,0.767676661874976
"423",0.329503020137681,5,27,-0.0134951075221025
"424",0.329325311338142,26,6,-0.244787324890784
"425",0.328591901371264,5,19,0.23085661236664
"426",0.328044691457253,22,6,0.074846399916477
"427",0.327883964365732,30,33,0.779712166193481
"428",0.327861255259398,22,33,-0.0669474388008987
"429",0.327615990193905,4,33,0.92518766827509
"430",0.327087859853182,16,31,-0.46573632157355
"431",0.327061647309568,11,35,-0.0559327723685469
"432",0.326853299497779,6,4,0.891273850700987
"433",0.326626260173435,1,3,-0.0447928125731796
"434",0.326512700163752,13,12,0.880329668152604
"435",0.32623492664916,14,33,0.839545700072026
"436",0.326068811590203,13,15,-0.073605537181899
"437",0.325869530515018,1,25,0.418826324690889
"438",0.325691120651991,30,12,-0.0423423247679634
"439",0.325432038891956,32,12,-0.161544593430417
"440",0.325408309739177,26,20,0.833945652074069
"441",0.324731271787311,26,22,0.867193981300208
"442",0.324522593851251,12,6,-0.555073503542473
"443",0.324182355689205,19,16,-0.167327780065749
"444",0.324060116384318,34,7,-0.515375575098795
"445",0.323700061362976,27,36,0
"446",0.323692262480541,1,13,0.961618986110217
"447",0.323047829255237,24,16,0.109382888745126
"448",0.322979617555323,16,20,0.713167999289817
"449",0.322921456981731,20,12,0.649381520000235
"450",0.322796292886815,9,5,0.990717864607312
"451",0.32260971495883,16,27,-0.439694941350953
"452",0.322201748237689,14,12,-0.452399578048288
"453",0.321869417892934,10,36,0
"454",0.321612293158328,4,6,0.891273850700987
"455",0.320665891755071,3,25,0.862842658825378
"456",0.320121359501279,35,24,0.767911641163978
"457",0.319867971777881,13,1,0.961618986110217
"458",0.319668893657268,12,9,0.883945461299947
"459",0.319344456740923,36,17,0.973430345888806
"460",0.319072050882321,24,26,0.39678393836645
"461",0.318688217827377,9,16,0.930274793262092
"462",0.318670886398578,28,35,-0.401998929092949
"463",0.318435921687322,6,13,-0.0937379644141404
"464",0.318181956748252,22,36,0
"465",0.3181371924432,3,21,0.728073518834985
"466",0.317793784449187,23,34,-0.574560176350103
"467",0.317131362882543,6,20,0.22222254856283
"468",0.317080966321649,8,26,0.242882074335488
"469",0.316949405269064,12,31,-0.543023304322367
"470",0.316005512953036,36,22,0.847385234956728
"471",0.315900129951619,36,12,0.937386708828959
"472",0.315662732276314,16,2,-0.547687456206428
"473",0.315468200857759,3,36,0
"474",0.315328064445377,4,17,-0.0708375606143945
"475",0.31493083707856,12,1,0.724104729598526
"476",0.314193020519236,6,7,-0.31996513107678
"477",0.313717677868961,15,3,0.954392574498898
"478",0.313440086850813,20,33,0.174512936061488
"479",0.313419443663259,32,26,0.240438291731127
"480",0.313275812258997,2,13,-0.190114106936768
"481",0.312928619970589,8,36,0
"482",0.312855169145085,7,26,0.815925225464211
"483",0.312626820474755,32,24,0.980707066060536
"484",0.312177460805528,17,26,0.960105686340344
"485",0.311856974065363,28,16,0.922767063995105
"486",0.311832616029095,12,27,-0.515889303990688
"487",0.311317343961445,19,15,0.878016238455918
"488",0.310904748958554,8,6,0.829695983362814
"489",0.310482083294311,15,11,0.0452801215028175
"490",0.310134506514863,33,10,0.795722762416104
"491",0.309180875860914,15,12,-0.527867763951364
"492",0.309032020526522,23,6,-0.414357700964864
"493",0.308976321891137,34,22,-0.109895993536367
"494",0.308878626760887,30,26,0.354933742822834
"495",0.307709666183607,34,9,-0.287426365151833
"496",0.307581032556974,28,17,0.879956077107321
"497",0.306402927751855,4,28,-0.311353827978167
"498",0.306341788619024,1,19,0.362484458893168
"499",0.305970413052881,31,28,-0.335456849636111
"500",0.305934390852597,23,24,0.107999552500047
